City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
101,Cherskiy,68.75,161.3,-0.17,98,100,5.28,RU,2021-10-31 15:35:09
102,Nanortalik,60.1432,-45.2371,34.61,73,36,14.56,GL,2021-10-31 15:35:10
103,Bengkulu,-3.8004,102.2655,77.74,88,100,3.74,ID,2021-10-31 15:35:10
104,Provideniya,64.3833,-173.3,11.79,81,76,6.53,RU,2021-10-31 15:35:11
105,Vila Velha,-20.3297,-40.2925,75.15,83,90,12.66,BR,2021-10-31 15:35:11
106,Ambanja,-13.6833,48.45,82.33,73,61,1.72,MG,2021-10-31 15:35:11
107,Saskylakh,71.9167,114.0833,12.34,96,100,7.2,RU,2021-10-31 15:35:12
108,Vardo,70.3705,31.1107,32.2,71,100,12.3,NO,2021-10-31 15:35:12
109,Alofi,-19.0595,-169.9187,73.29,83,98,8.05,NU,2021-10-31 15:35:13
110,Rocha,-34.4833,-54.3333,72.7,72,100,3.47,UY,2021-10-31 15:35:13
111,Correia Pinto,-27.5847,-50.3611,69.69,68,100,6.6,BR,2021-10-31 15:35:13
112,Dikson,73.5069,80.5464,6.73,93,100,9.91,RU,2021-10-31 15:35:14
113,Hithadhoo,-0.6,73.0833,82.18,74,100,18.77,MV,2021-10-31 15:35:14
114,Hanna,51.6334,-111.9018,23.02,45,0,4.27,CA,2021-10-31 15:35:15
115,Arinos,-15.9169,-46.1056,85.46,42,98,2.06,BR,2021-10-31 15:35:15
116,Killarney,52.05,-9.5167,48.25,93,75,13.8,IE,2021-10-31 15:35:16
117,Pitimbu,-7.4706,-34.8086,86.59,62,52,11.41,BR,2021-10-31 15:35:16
118,Mar Del Plata,-38.0023,-57.5575,58.08,80,90,3.0,AR,2021-10-31 15:35:15
119,Marsh Harbour,26.5412,-77.0636,78.17,55,1,11.79,BS,2021-10-31 15:35:17
120,Caravelas,-17.7125,-39.2481,81.25,66,80,9.35,BR,2021-10-31 15:35:17
121,East London,-33.0153,27.9116,68.94,83,40,13.8,ZA,2021-10-31 15:35:18
122,Bandarbeyla,9.4942,50.8122,79.84,77,21,14.38,SO,2021-10-31 15:35:18
123,Hirara,24.8,125.2833,76.3,64,100,15.05,JP,2021-10-31 15:35:18
124,Poum,-20.2333,164.0167,74.44,68,0,16.51,NC,2021-10-31 15:35:19
125,Vostok,46.4856,135.8833,28.33,94,84,0.45,RU,2021-10-31 15:35:19
126,Jidong,45.2167,131.0833,34.59,61,84,2.06,CN,2021-10-31 15:35:20
127,Pevek,69.7008,170.3133,-0.31,97,100,4.52,RU,2021-10-31 15:35:20
128,Rio Grande,-32.035,-52.0986,80.71,74,55,14.09,BR,2021-10-31 15:35:21
129,Saint Anthony,45.0205,-93.218,44.65,67,1,1.99,US,2021-10-31 15:35:21
130,Flinders,-34.5833,150.8552,56.8,80,11,1.01,AU,2021-10-31 15:35:21
131,Sitka,57.0531,-135.33,39.09,81,1,0.0,US,2021-10-31 15:33:10
132,Kalat,29.0225,66.5916,54.37,30,0,17.31,PK,2021-10-31 15:35:22
133,Ponto Novo,-10.8628,-40.1336,93.18,27,25,7.02,BR,2021-10-31 15:35:22
134,Derazhnya,49.2692,27.4338,45.43,55,0,8.7,UA,2021-10-31 15:35:23
135,Elbasan,41.1125,20.0822,61.52,57,3,0.38,AL,2021-10-31 15:35:23
136,Xuddur,4.1213,43.8894,83.73,34,60,7.9,SO,2021-10-31 15:35:24
137,Codrington,-38.2667,141.9667,44.51,92,8,4.36,AU,2021-10-31 15:35:24
138,Aleksandriya,45.0947,43.2456,51.44,79,100,13.18,RU,2021-10-31 15:35:24
139,Kaitangata,-46.2817,169.8464,46.99,68,70,9.91,NZ,2021-10-31 15:35:25
140,Naze,28.3667,129.4833,69.08,80,50,7.87,JP,2021-10-31 15:35:25
141,Cabo San Lucas,22.8909,-109.9124,81.05,70,6,4.41,MX,2021-10-31 15:31:18
142,Port Elizabeth,-33.918,25.5701,81.1,83,0,17.27,ZA,2021-10-31 15:35:26
143,Torbay,47.6666,-52.7314,46.27,89,75,12.66,CA,2021-10-31 15:30:38
144,Richards Bay,-28.783,32.0377,67.8,82,0,4.29,ZA,2021-10-31 15:35:26
145,Calvia,39.5657,2.5062,76.91,69,54,14.63,ES,2021-10-31 15:35:27
146,Ahipara,-35.1667,173.1667,55.47,82,95,11.61,NZ,2021-10-31 15:35:27
147,Iquitos,-3.7481,-73.2472,86.04,74,75,4.61,PE,2021-10-31 15:34:42
148,Ponta Do Sol,32.6667,-17.1,78.71,78,33,6.8,PT,2021-10-31 15:35:28
149,Upernavik,72.7868,-56.1549,33.01,98,100,16.2,GL,2021-10-31 15:35:28
150,Linares,-35.85,-71.6,79.9,31,100,4.74,CL,2021-10-31 15:35:29
151,Kavieng,-2.5744,150.7967,83.28,77,98,16.35,PG,2021-10-31 15:35:29
152,Cayenne,4.9333,-52.3333,89.64,74,75,3.0,GF,2021-10-31 15:35:29
153,Kalmunai,7.4167,81.8167,80.08,84,63,7.52,LK,2021-10-31 15:35:30
154,Pinheiro Machado,-31.5783,-53.3811,78.06,75,9,3.36,BR,2021-10-31 15:35:30
155,Tambopata,-12.7333,-69.1833,94.89,46,0,6.91,PE,2021-10-31 15:35:31
156,Coquimbo,-29.9533,-71.3436,58.73,82,90,6.91,CL,2021-10-31 15:35:31
157,Ancud,-41.8697,-73.8203,65.73,40,35,6.38,CL,2021-10-31 15:35:31
158,Yangambi,0.8102,24.4336,72.81,96,100,5.06,CD,2021-10-31 15:35:32
159,Palagiano,40.5782,17.0374,69.33,77,3,7.56,IT,2021-10-31 15:35:32
160,Barrow,71.2906,-156.7887,24.82,80,90,26.46,US,2021-10-31 15:35:33
161,Muros,42.7762,-9.0603,63.09,76,100,6.93,ES,2021-10-31 15:35:33
162,Markkleeberg,51.2833,12.4,65.73,82,0,8.05,DE,2021-10-31 15:35:33
163,Isangel,-19.55,169.2667,75.07,84,41,5.75,VU,2021-10-31 15:35:34
164,Dwarka,22.2394,68.9678,81.55,48,17,9.55,IN,2021-10-31 15:35:34
165,Lafiagi,8.8667,5.4167,90.77,41,87,4.36,NG,2021-10-31 15:35:35
166,Georgetown,5.4112,100.3354,80.55,88,20,1.99,MY,2021-10-31 15:35:35
167,Qax,41.4225,46.9242,47.39,82,42,3.13,AZ,2021-10-31 15:35:36
168,Victoria,22.2855,114.1577,77.32,78,94,1.99,HK,2021-10-31 15:33:25
169,Belaya Gora,68.5333,146.4167,-7.24,100,88,5.84,RU,2021-10-31 15:35:36
170,Castro,-24.7911,-50.0119,61.57,93,100,7.72,BR,2021-10-31 15:35:37
171,La Union,-5.4,-80.75,80.87,45,32,4.38,PE,2021-10-31 15:35:37
172,Fortuna,40.5982,-124.1573,55.42,75,90,1.99,US,2021-10-31 15:35:37
173,Kapaa,22.0752,-159.319,69.78,77,1,9.22,US,2021-10-31 15:35:38
174,Jangipur,24.4667,88.0667,73.35,59,1,5.77,IN,2021-10-31 15:35:38
175,Leshan,29.5623,103.7639,59.77,82,100,0.63,CN,2021-10-31 15:35:39
176,Haines Junction,60.7522,-137.5108,35.55,55,100,6.91,CA,2021-10-31 15:35:39
177,Matara,5.9485,80.5353,77.67,90,51,5.82,LK,2021-10-31 15:35:40
178,Deputatskiy,69.3,139.9,-12.1,86,38,3.02,RU,2021-10-31 15:35:40
179,Pisco,-13.7,-76.2167,66.02,88,90,8.05,PE,2021-10-31 15:35:41
180,Sabang,5.8933,95.3214,81.39,75,94,2.17,ID,2021-10-31 15:35:41
181,San Angelo,31.4638,-100.437,69.64,46,1,4.0,US,2021-10-31 15:34:05
182,Mandera,3.9366,41.867,89.46,35,43,8.43,KE,2021-10-31 15:35:42
183,Kiunga,-6.1219,141.2906,73.29,99,100,0.94,PG,2021-10-31 15:35:42
184,Limaong,7.3606,122.3664,82.09,82,100,4.45,PH,2021-10-31 15:35:42
185,Langcangan,8.4794,123.7558,72.0,96,100,2.53,PH,2021-10-31 15:35:43
186,Nilakkottai,10.1648,77.8529,79.54,88,98,3.76,IN,2021-10-31 15:35:43
187,Bambous Virieux,-20.3428,57.7575,75.45,78,40,3.44,MU,2021-10-31 15:35:43
188,Polazna,58.2946,56.4055,42.19,97,100,5.7,RU,2021-10-31 15:35:44
189,Daltenganj,24.0333,84.0667,65.14,62,0,3.47,IN,2021-10-31 15:35:44
190,Kilindoni,-7.9139,39.6668,80.1,77,2,13.47,TZ,2021-10-31 15:35:45
191,Kieta,-6.2167,155.6333,79.41,81,100,2.42,PG,2021-10-31 15:35:45
192,Erzin,36.9559,36.2,72.32,64,97,5.44,TR,2021-10-31 15:35:45
193,Ilulissat,69.2167,-51.1,33.82,86,90,21.85,GL,2021-10-31 15:35:46
194,Charters Towers,-20.1,146.2667,73.0,89,74,6.17,AU,2021-10-31 15:35:46
195,Phuket,8.0,98.25,83.08,94,20,1.14,TH,2021-10-31 15:35:47
196,Vernon,50.2581,-119.2691,32.29,86,0,3.44,CA,2021-10-31 15:34:34
197,Eyl,7.9803,49.8164,79.83,75,54,15.86,SO,2021-10-31 15:35:47
198,Grindavik,63.8424,-22.4338,37.87,70,40,23.02,IS,2021-10-31 15:35:48
199,Porto Santo,33.072,-16.3415,75.11,78,20,11.5,PT,2021-10-31 15:35:48
200,Gravdal,68.1214,13.5031,48.09,61,100,8.05,NO,2021-10-31 15:35:49
201,Gbarnga,6.9956,-9.4722,89.65,48,79,3.06,LR,2021-10-31 15:35:49
202,Santa Rosalia,27.3167,-112.2833,76.3,29,71,2.13,MX,2021-10-31 15:35:49
203,Burnie,-41.0667,145.9167,50.92,74,27,9.57,AU,2021-10-31 15:35:50
204,Sagua La Grande,22.8067,-80.0756,81.59,60,40,6.55,CU,2021-10-31 15:35:50
205,Iki-Burul,45.8208,44.6472,43.14,75,51,11.81,RU,2021-10-31 15:35:50
206,Moron,-34.6534,-58.6198,69.01,77,100,5.99,AR,2021-10-31 15:35:51
207,Saint-Francois,46.4154,3.9054,68.47,60,0,13.8,FR,2021-10-31 15:35:51
208,Bhayavadar,21.85,70.25,76.98,27,17,5.1,IN,2021-10-31 15:35:52
209,Beringovskiy,63.05,179.3167,6.42,92,100,15.37,RU,2021-10-31 15:35:52
210,Chuy,-33.6971,-53.4616,72.7,74,98,8.21,UY,2021-10-31 15:35:53
211,Kaeo,-35.1,173.7833,55.33,92,98,3.53,NZ,2021-10-31 15:35:53
212,Talara,-4.5772,-81.2719,72.36,68,0,5.75,PE,2021-10-31 15:35:53
213,Solnechnyy,50.7214,136.6319,25.12,66,1,1.1,RU,2021-10-31 15:35:54
214,Esperance,-33.8667,121.9,64.24,56,100,14.74,AU,2021-10-31 15:35:54
215,Abomsa,9.9833,39.9833,69.22,65,100,2.98,ET,2021-10-31 15:35:55
216,Alice Springs,-23.7,133.8833,56.75,94,37,6.91,AU,2021-10-31 15:35:55
217,Ilheus,-14.7889,-39.0494,85.82,62,40,12.66,BR,2021-10-31 15:35:56
218,Abha,18.2164,42.5053,68.25,30,20,5.75,SA,2021-10-31 15:35:56
219,Takoradi,4.8845,-1.7554,82.92,76,90,12.62,GH,2021-10-31 15:35:56
220,Tuktoyaktuk,69.4541,-133.0374,23.0,86,75,8.05,CA,2021-10-31 15:35:57
221,Upata,8.0086,-62.3989,85.19,59,65,3.44,VE,2021-10-31 15:35:57
222,Salalah,17.0151,54.0924,82.49,44,0,2.3,OM,2021-10-31 15:35:58
223,Norman Wells,65.282,-126.8329,10.44,85,40,4.61,CA,2021-10-31 15:35:58
224,Severo-Kurilsk,50.6789,156.125,35.89,67,99,24.0,RU,2021-10-31 15:35:59
225,Smithers,54.7804,-127.1743,19.72,93,1,2.3,CA,2021-10-31 15:34:34
226,Port Lincoln,-34.7333,135.8667,58.23,75,1,10.65,AU,2021-10-31 15:35:59
227,Urusha,54.05,122.9,23.67,55,95,1.92,RU,2021-10-31 15:35:59
228,Te Anau,-45.4167,167.7167,36.88,91,56,0.49,NZ,2021-10-31 15:36:00
229,Muncar,-8.4333,114.3333,77.72,91,95,0.45,ID,2021-10-31 15:36:00
230,Tadine,-21.55,167.8833,70.34,75,2,9.75,NC,2021-10-31 15:36:01
231,Oistins,13.0667,-59.5333,86.09,62,20,16.11,BB,2021-10-31 15:32:21
232,Lagoa,39.05,-27.9833,69.31,87,99,13.22,PT,2021-10-31 15:36:02
233,Santa Lucia,27.9117,-15.5407,67.32,66,0,13.8,ES,2021-10-31 15:36:03
234,Pahrump,36.2083,-115.9839,67.24,38,2,1.01,US,2021-10-31 15:31:58
235,Verkhoyansk,67.5447,133.385,-3.64,92,100,3.09,RU,2021-10-31 15:36:03
236,Cidreira,-30.1811,-50.2056,72.28,78,25,20.83,BR,2021-10-31 15:36:04
237,Nastola,60.95,25.9333,46.33,86,100,8.23,FI,2021-10-31 15:36:04
238,Husavik,66.0449,-17.3389,33.71,99,100,25.61,IS,2021-10-31 15:36:04
239,Naron,43.5167,-8.1528,63.01,83,100,11.77,ES,2021-10-31 15:36:05
240,Kattivakkam,13.2167,80.3167,78.89,85,100,7.11,IN,2021-10-31 15:36:05
241,Namatanai,-3.6667,152.4333,79.48,83,97,9.04,PG,2021-10-31 15:36:06
242,Ostrovnoy,68.0531,39.5131,29.34,88,73,1.39,RU,2021-10-31 15:36:06
243,Russell,32.3502,-85.1999,60.96,73,90,8.05,US,2021-10-31 15:36:06
244,Launceston,-41.45,147.1667,50.81,93,12,11.5,AU,2021-10-31 15:34:17
245,Mustasaari,63.1142,21.6822,47.34,93,90,6.91,FI,2021-10-31 15:36:07
246,Fort Nelson,58.8053,-122.7002,18.99,73,20,6.91,CA,2021-10-31 15:36:07
247,Acapulco,16.8634,-99.8901,78.62,78,40,5.75,MX,2021-10-31 15:32:28
248,Broome,42.2506,-75.833,55.02,88,90,1.99,US,2021-10-31 15:36:08
249,Dubbo,-32.25,148.6167,57.33,67,100,14.97,AU,2021-10-31 15:36:09
250,Pacific Grove,36.6177,-121.9166,54.7,91,40,4.0,US,2021-10-31 15:36:09
251,College,64.8569,-147.8028,46.35,42,75,12.66,US,2021-10-31 15:36:09
252,Luderitz,-26.6481,15.1594,64.36,72,41,11.21,NA,2021-10-31 15:36:10
253,Am Timan,11.0297,20.2827,89.73,22,80,2.77,TD,2021-10-31 15:36:10
254,Taoudenni,22.6783,-3.9836,95.22,13,0,11.83,ML,2021-10-31 15:36:11
255,Baja,46.175,18.9564,58.26,56,0,8.19,HU,2021-10-31 15:36:11
256,Turukhansk,65.8167,87.9833,8.46,97,99,4.54,RU,2021-10-31 15:36:12
257,Nova Gradiska,45.255,17.3831,53.49,73,0,5.26,HR,2021-10-31 15:36:12
258,Tura,25.5198,90.2201,62.35,64,0,2.73,IN,2021-10-31 15:36:13
259,Gigmoto,13.7796,124.39,79.14,84,21,10.31,PH,2021-10-31 15:36:13
260,Chokurdakh,70.6333,147.9167,-11.97,100,100,5.73,RU,2021-10-31 15:36:13
261,Markala,13.7021,-6.0659,101.48,13,61,10.83,ML,2021-10-31 15:36:14
262,Maicao,11.3832,-72.2432,84.07,66,100,8.99,CO,2021-10-31 15:36:15
263,Namibe,-15.1961,12.1522,71.28,68,37,17.94,AO,2021-10-31 15:36:15
264,Sorong,-0.8833,131.25,80.06,80,100,4.0,ID,2021-10-31 15:36:15
265,Luau,-10.7073,22.2247,73.65,70,100,5.23,AO,2021-10-31 15:36:16
266,Makakilo City,21.3469,-158.0858,70.29,82,1,3.44,US,2021-10-31 15:36:16
267,Taltal,-25.4,-70.4833,65.28,67,30,6.78,CL,2021-10-31 15:36:17
268,Makkaveyevo,51.7533,113.9454,16.52,57,24,2.13,RU,2021-10-31 15:36:17
269,Nargana,9.4428,-78.5906,84.6,68,99,6.24,PA,2021-10-31 15:36:17
270,Upington,-28.4478,21.2561,91.78,13,0,3.44,ZA,2021-10-31 15:36:18
271,Puerto Escondido,15.85,-97.0667,79.63,69,40,6.91,MX,2021-10-31 15:36:18
272,Ponta Delgada,37.7333,-25.6667,76.5,94,75,13.8,PT,2021-10-31 15:36:19
273,Bulgan,48.8125,103.5347,31.44,57,95,3.22,MN,2021-10-31 15:36:19
274,Tecoanapa,16.5167,-98.75,82.76,71,40,1.41,MX,2021-10-31 15:36:19
275,Sobolevo,54.4299,31.8996,43.61,74,0,10.47,RU,2021-10-31 15:36:20
276,Margate,51.3813,1.3862,58.71,71,51,4.0,GB,2021-10-31 15:36:18
277,Galveston,29.3669,-94.9669,75.16,58,1,1.01,US,2021-10-31 15:36:20
278,Nome,64.5011,-165.4064,23.07,64,1,9.22,US,2021-10-31 15:36:21
279,Kruisfontein,-34.0033,24.7314,78.89,64,94,11.39,ZA,2021-10-31 15:36:21
280,Tamale,9.4008,-0.8393,96.12,26,100,7.47,GH,2021-10-31 15:36:22
281,Grand Gaube,-20.0064,57.6608,75.6,75,90,1.99,MU,2021-10-31 15:36:22
282,Mount Gambier,-37.8333,140.7667,42.71,93,10,0.0,AU,2021-10-31 15:36:22
283,Yasothon,15.75,104.1333,74.71,92,90,6.4,TH,2021-10-31 15:36:23
284,Saint-Pierre,-21.3393,55.4781,74.88,74,0,11.5,RE,2021-10-31 15:36:23
285,Temple,31.0982,-97.3428,74.95,63,1,1.01,US,2021-10-31 15:36:24
286,Mporokoso,-9.3727,30.125,77.97,45,77,9.48,ZM,2021-10-31 15:34:14
287,Strezhevoy,60.7333,77.5889,4.98,92,86,8.97,RU,2021-10-31 15:36:24
288,Vikhorevka,56.1201,101.1636,35.19,94,97,4.47,RU,2021-10-31 15:36:25
289,Dodge City,37.7528,-100.0171,44.69,79,1,11.99,US,2021-10-31 15:36:25
290,Rio Gallegos,-51.6226,-69.2181,66.25,14,0,12.66,AR,2021-10-31 15:31:30
291,Dzilam Gonzalez,21.2833,-88.9333,81.52,46,55,4.14,MX,2021-10-31 15:36:26
292,Yanam,16.7333,82.2167,81.0,86,34,4.61,IN,2021-10-31 15:36:26
293,Waipawa,-41.4122,175.5153,53.02,87,69,6.6,NZ,2021-10-31 15:36:27
294,Lorengau,-2.0226,147.2712,80.76,80,98,8.75,PG,2021-10-31 15:36:27
295,Coxim,-18.5067,-54.76,93.51,42,37,3.44,BR,2021-10-31 15:36:27
296,Brigham City,41.5102,-112.0155,58.8,78,40,0.0,US,2021-10-31 15:36:28
297,Khabez,44.0434,41.772,46.83,74,42,3.36,RU,2021-10-31 15:36:28
298,Zhezkazgan,47.8043,67.7144,42.94,73,100,7.56,KZ,2021-10-31 15:36:29
299,Yar-Sale,66.8333,70.8333,3.52,92,27,6.2,RU,2021-10-31 15:36:29
300,Goure,13.9835,10.2704,95.02,10,90,15.26,NE,2021-10-31 15:36:29
301,Aksha,50.2814,113.2867,27.7,71,16,2.21,RU,2021-10-31 15:36:30
302,Kungurtug,50.5994,97.5228,29.57,58,100,3.85,RU,2021-10-31 15:36:30
303,Abaza,52.655,90.0928,35.98,94,100,4.12,RU,2021-10-31 15:36:31
304,Tautira,-17.7333,-149.15,71.62,78,91,17.58,PF,2021-10-31 15:36:31
305,Klaksvik,62.2266,-6.589,43.72,69,100,6.35,FO,2021-10-31 15:36:31
306,Bumba,2.1833,22.4667,74.52,95,87,2.44,CD,2021-10-31 15:36:32
307,Sukabumi,-6.9181,106.9267,78.6,96,92,1.7,ID,2021-10-31 15:36:32
308,Havre-Saint-Pierre,50.2334,-63.5986,48.79,100,90,11.5,CA,2021-10-31 15:36:33
309,Machico,32.7,-16.7667,78.71,78,40,11.5,PT,2021-10-31 15:36:33
310,Pangkalanbuun,-2.6833,111.6167,75.18,94,90,1.5,ID,2021-10-31 15:36:34
311,Bonthe,7.5264,-12.505,84.0,70,56,9.37,SL,2021-10-31 15:36:34
312,Buala,-8.145,159.5921,80.02,81,100,6.08,SB,2021-10-31 15:36:34
313,Rincon,32.296,-81.2354,65.86,72,1,12.66,US,2021-10-31 15:36:35
314,Linhai,28.85,121.1167,64.92,71,100,1.57,CN,2021-10-31 15:36:35
315,Yulara,-25.2406,130.9889,67.84,73,90,5.75,AU,2021-10-31 15:36:36
316,Labuhan,-6.8844,112.2051,81.52,77,76,1.52,ID,2021-10-31 15:36:36
317,Winslow,35.0242,-110.6974,46.58,46,1,11.5,US,2021-10-31 15:36:36
318,Mogadishu,2.0371,45.3438,79.83,79,14,17.25,SO,2021-10-31 15:36:37
319,Aykhal,66.0,111.5,7.36,93,100,19.19,RU,2021-10-31 15:36:37
320,Chicama,-7.8447,-79.1469,61.34,49,26,8.48,PE,2021-10-31 15:36:38
321,Yartsevo,55.0667,32.6964,44.01,75,0,9.55,RU,2021-10-31 15:36:39
322,Port Hardy,50.6996,-127.4199,44.6,93,1,3.44,CA,2021-10-31 15:36:39
323,Kinlochleven,56.7115,-4.9661,49.28,95,100,2.68,GB,2021-10-31 15:36:39
324,Severobaykalsk,55.65,109.3167,24.37,92,97,4.65,RU,2021-10-31 15:36:40
325,Lavrentiya,65.5833,-171.0,12.69,82,6,12.8,RU,2021-10-31 15:36:40
326,Komsomolskiy,40.4272,71.7189,50.72,62,100,6.91,UZ,2021-10-31 15:36:40
327,Mweka,-4.85,21.5667,75.49,82,64,2.98,CD,2021-10-31 15:36:41
328,Sorland,67.667,12.6934,48.27,79,100,15.99,NO,2021-10-31 15:36:41
329,Celestun,20.8667,-90.4,78.78,52,45,3.69,MX,2021-10-31 15:36:42
330,Chara,56.9064,118.2631,22.28,71,100,0.98,RU,2021-10-31 15:36:42
331,Savannah Bight,16.45,-85.85,82.45,68,93,7.52,HN,2021-10-31 15:36:42
332,Sivaki,52.6333,126.75,25.48,44,40,5.1,RU,2021-10-31 15:36:43
333,Virovitica,45.8319,17.3839,58.05,68,0,5.44,HR,2021-10-31 15:36:43
334,Dingle,10.9995,122.6711,75.69,86,93,7.14,PH,2021-10-31 15:36:44
335,Gat,31.61,34.7642,83.08,42,51,22.06,IL,2021-10-31 15:36:44
336,Lasa,46.6166,10.7002,52.68,98,100,4.05,IT,2021-10-31 15:36:45
337,Agadez,19.75,10.25,89.56,15,1,8.43,NE,2021-10-31 15:36:45
338,Arman,59.7,150.1667,10.69,56,10,11.14,RU,2021-10-31 15:36:45
339,Moree,-29.4667,149.85,60.82,67,100,12.66,AU,2021-10-31 15:36:46
340,Kota Kinabalu,5.9749,116.0724,76.98,94,20,3.44,MY,2021-10-31 15:36:46
341,Naifaru,5.4444,73.3657,80.94,81,100,13.98,MV,2021-10-31 15:36:47
342,Tondano,1.3038,124.9112,68.09,85,100,0.85,ID,2021-10-31 15:36:47
343,Zharkent,44.1628,80.0,46.56,68,97,4.12,KZ,2021-10-31 15:36:47
344,Northam,51.0333,-4.2167,56.82,74,6,29.89,GB,2021-10-31 15:36:48
345,Wanning,18.8003,110.3967,75.87,91,97,7.05,CN,2021-10-31 15:36:48
346,Port Hawkesbury,45.6169,-61.3485,53.91,90,100,13.0,CA,2021-10-31 15:36:49
347,Magnolia,33.2671,-93.2393,60.48,47,0,3.0,US,2021-10-31 15:36:49
348,Vao,-22.6667,167.4833,70.5,65,35,7.76,NC,2021-10-31 15:36:49
349,Wana,32.2989,69.5725,61.99,21,0,1.54,PK,2021-10-31 15:36:50
350,Menongue,-14.6585,17.691,72.99,65,80,9.22,AO,2021-10-31 15:36:50
351,Ngunguru,-35.6167,174.5,55.17,83,98,6.78,NZ,2021-10-31 15:36:51
352,Saint-Georges,12.0564,-61.7485,85.68,66,40,17.27,GD,2021-10-31 15:36:12
353,Dumas,35.8656,-101.9732,44.62,75,75,14.97,US,2021-10-31 15:36:51
354,Tatawin,32.9297,10.4518,86.88,20,40,16.89,TN,2021-10-31 15:36:51
355,Westport,41.1415,-73.3579,63.86,76,20,1.01,US,2021-10-31 15:36:51
356,Antofagasta,-23.65,-70.4,72.21,57,0,8.39,CL,2021-10-31 15:36:52
357,Kamenka,51.3223,42.7678,46.2,64,2,3.98,RU,2021-10-31 15:36:52
358,Leh,34.1667,77.5833,27.93,54,100,1.88,IN,2021-10-31 15:36:53
359,Tripoli,32.8752,13.1875,76.68,48,94,10.83,LY,2021-10-31 15:36:53
360,Lawrenceburg,38.0373,-84.8966,57.99,82,90,8.99,US,2021-10-31 15:36:54
361,Mackay,-21.15,149.2,78.78,83,90,20.71,AU,2021-10-31 15:36:54
362,Tilichiki,60.4667,166.1,-6.05,97,21,11.07,RU,2021-10-31 15:36:54
363,Kasama,-10.2129,31.1808,83.37,18,32,2.48,ZM,2021-10-31 15:36:55
364,Berlevag,70.8578,29.0864,32.0,74,100,13.35,NO,2021-10-31 15:36:55
365,Myanaung,18.2833,95.3167,77.04,88,63,0.78,MM,2021-10-31 15:36:56
366,Puri,19.8,85.85,77.52,75,34,9.13,IN,2021-10-31 15:36:56
367,Almaznyy,48.0448,40.045,48.34,67,0,8.05,RU,2021-10-31 15:36:56
368,Samarai,-10.6167,150.6667,82.27,81,100,14.23,PG,2021-10-31 15:36:57
369,Buckingham,51.9997,-0.9878,55.96,75,21,4.0,GB,2021-10-31 15:36:57
370,Bandipur,27.9333,84.4167,55.06,81,2,2.55,NP,2021-10-31 15:36:57
371,Bull Savanna,17.8868,-77.5902,83.39,66,18,8.01,JM,2021-10-31 15:36:58
372,Awjilah,29.1081,21.2869,75.81,38,9,12.17,LY,2021-10-31 15:36:58
373,La Ronge,55.1001,-105.2842,30.45,74,90,8.05,CA,2021-10-31 15:36:59
374,Pafos,34.7667,32.4167,75.11,64,20,3.44,CY,2021-10-31 15:36:59
375,Jalu,29.0331,21.5482,76.01,35,10,11.39,LY,2021-10-31 15:36:59
376,Hokitika,-42.7167,170.9667,51.06,83,99,2.73,NZ,2021-10-31 15:37:00
377,Sao Filipe,14.8961,-24.4956,80.56,70,83,13.22,CV,2021-10-31 15:37:00
378,Tarakan,3.3,117.6333,78.3,94,40,3.44,ID,2021-10-31 15:37:01
379,Imbituba,-28.24,-48.6703,73.81,79,99,15.5,BR,2021-10-31 15:37:01
380,Valverde Del Camino,37.5751,-6.7543,69.73,67,100,11.32,ES,2021-10-31 15:37:02
381,Shahdol,23.2833,81.35,63.36,53,4,3.33,IN,2021-10-31 15:37:02
382,Cap-Aux-Meules,47.3821,-61.8597,50.05,81,75,16.11,CA,2021-10-31 15:37:03
383,Baykit,61.67,96.37,19.83,96,100,3.53,RU,2021-10-31 15:37:03
384,Santa Luzia,-19.7697,-43.8514,76.28,63,75,4.61,BR,2021-10-31 15:37:04
385,Planaltina,-15.4528,-47.6142,73.69,45,97,2.48,BR,2021-10-31 15:37:04
386,Saldanha,-33.0117,17.9442,69.85,78,96,9.44,ZA,2021-10-31 15:37:04
387,Cururupu,-1.8283,-44.8683,85.86,67,56,5.77,BR,2021-10-31 15:37:05
388,Biu,10.6129,12.1946,87.33,19,84,5.14,NG,2021-10-31 15:37:05
389,Kot Samaba,28.5522,70.4684,79.14,13,0,9.04,PK,2021-10-31 15:37:06
390,Marrakesh,31.6315,-8.0083,87.87,22,0,5.75,MA,2021-10-31 15:37:06
391,Chadiza,-14.0678,32.4392,84.43,30,90,7.47,ZM,2021-10-31 15:37:06
